Recovery_Debt_Score,Days_Until_Due,Task_Priority_Weight,Is_Fixed_Time,Is_Recovery_Activity,Duration_Minutes,Label,_Category_ID_debug
56,2,1,0,0,30,1,2
16,10,3,0,1,30,1,3
46,12,1,0,0,60,1,2
22,9,3,1,0,60,1,1
78,13,2,1,0,60,1,1
100,1,1,1,0,90,1,2
84,2,1,1,0,120,1,2
13,5,2,1,0,120,1,1
65,8,1,0,0,120,0,2
74,8,1,0,0,90,0,2
50,6,1,0,1,90,1,3
37,11,2,1,0,60,1,0
63,2,2,1,0,30,1,1
97,3,1,0,1,180,1,3
37,5,2,1,0,180,1,0
49,10,3,1,0,30,1,2
97,4,2,1,0,60,1,2
81,1,2,0,1,30,1,3
29,12,1,0,0,30,1,2
78,5,3,0,0,180,1,4
90,2,2,0,1,60,1,3
50,13,3,0,0,90,1,0
62,7,1,0,1,180,0,3
97,1,3,1,0,90,1,1
51,0,2,0,1,60,1,3
37,8,2,0,0,30,1,2
96,13,1,0,0,120,0,2
87,11,1,0,0,120,0,4
78,2,1,0,0,60,1,4
29,10,1,0,0,120,1,4
50,0,3,0,0,90,1,0
80,6,1,1,0,120,1,4
4,12,1,0,0,60,1,0
28,14,1,0,0,60,1,4
3,9,2,0,0,90,1,0
9,4,1,1,1,120,1,3
55,4,2,0,1,120,1,3
16,13,1,0,0,30,1,2
73,0,1,1,0,180,1,0
16,14,2,1,0,60,1,1
83,14,1,0,0,30,0,2
87,8,1,0,1,60,1,3
68,6,3,0,0,30,1,0
33,7,2,1,0,180,1,4
5,8,3,1,0,30,1,1
52,5,2,0,1,60,1,3
65,11,1,0,0,120,0,2
76,4,3,0,0,60,1,0
42,5,3,1,0,90,1,1
74,10,3,0,0,90,1,0
22,1,1,0,0,90,1,4
54,3,3,0,0,90,1,2
79,2,3,0,0,180,1,0
94,12,2,0,1,120,1,3
74,6,1,0,0,120,0,2
15,8,2,0,1,60,1,3
7,4,3,1,0,30,1,0
3,5,2,0,0,60,1,2
3,9,1,0,1,60,1,3
55,13,3,0,0,60,1,4
24,11,2,0,0,60,1,4
66,11,3,1,0,120,1,0
95,1,1,0,0,30,1,2
66,2,3,1,0,60,1,1
26,2,1,1,0,120,1,2
92,11,2,0,0,60,0,4
31,11,2,0,1,90,1,3
49,14,3,1,0,60,1,1
60,8,3,1,0,60,1,0
50,14,3,1,0,180,1,1
18,6,3,0,0,90,1,0
20,7,1,0,0,30,1,1
4,10,3,0,0,60,1,0
81,9,1,0,0,30,0,0
91,10,2,1,0,90,1,1
41,8,2,1,0,60,1,1
60,5,3,0,0,180,1,0
21,3,3,0,0,120,1,4
20,11,1,1,0,180,1,1
69,0,1,1,0,180,1,2
0,7,1,1,1,120,1,3
4,6,3,1,0,120,1,0
11,1,2,0,0,120,1,0
89,7,2,0,1,60,1,3
45,11,3,0,0,30,1,4
33,4,1,0,1,30,1,3
48,6,3,1,0,120,1,1
77,3,1,0,1,180,1,3
89,4,3,1,0,90,1,0
44,7,1,0,1,120,1,3
26,0,1,0,0,180,1,2
72,0,3,1,0,180,1,1
25,14,1,0,1,60,1,3
46,3,3,0,0,60,1,0
85,2,2,0,0,30,1,1
55,12,1,0,0,30,1,0
93,9,1,0,0,90,0,4
62,11,1,0,0,90,0,2
47,1,2,0,0,90,1,4
60,11,1,0,0,90,1,2
80,2,2,1,1,180,1,3
25,10,3,1,0,180,1,1
35,14,2,0,1,30,1,3
0,14,1,1,0,60,1,2
7,10,3,0,0,60,1,2
98,13,1,1,0,120,1,2
51,10,3,1,0,180,1,0
78,0,2,1,0,90,1,1
46,0,1,0,1,90,1,3
55,5,1,0,1,120,1,3
85,4,2,0,0,60,0,4
13,7,1,0,0,90,1,2
89,1,1,0,0,60,1,2
27,3,2,0,0,120,1,2
86,7,1,0,1,60,1,3
77,11,1,0,0,60,0,4
87,5,2,0,0,60,0,0
1,0,3,1,0,90,1,1
25,14,2,0,0,30,1,0
13,3,1,0,1,180,1,3
58,0,1,0,0,60,1,2
55,12,3,1,0,60,1,1
6,1,2,1,1,60,1,3
2,4,2,0,1,30,1,3
22,13,1,0,1,120,1,3
17,7,2,1,0,90,1,1
37,7,2,1,0,30,1,1
98,10,1,0,0,60,0,4
14,2,1,0,0,30,1,4
63,10,2,0,0,30,1,0
88,12,2,1,0,30,1,1
100,3,3,0,0,120,0,1
27,9,2,1,0,180,1,1
73,10,2,0,0,90,1,4
38,13,1,0,1,120,1,3
56,5,1,0,0,120,1,2
16,10,2,0,0,180,1,4
85,10,1,1,0,120,1,1
89,9,1,0,0,30,0,4
43,2,3,0,0,30,1,0
24,1,3,0,0,60,1,1
16,5,3,1,0,120,1,0
12,10,1,1,0,60,1,1
83,12,3,0,0,90,0,4
24,14,2,0,1,30,1,3
67,4,2,0,0,90,1,2
9,13,3,1,0,180,1,0
66,9,2,1,0,30,1,4
17,4,1,1,1,90,1,3
99,9,2,0,0,180,0,4
85,12,3,0,0,90,0,0
33,4,1,0,0,180,1,2
7,9,2,0,0,180,1,4
39,11,3,1,0,30,1,1
82,4,3,0,1,60,1,3
41,2,3,0,0,180,1,4
40,6,2,0,1,180,1,3
100,5,3,1,0,30,1,1
5,3,1,0,0,60,1,2
51,1,1,0,0,120,1,2
25,11,2,1,0,120,1,1
63,8,2,0,1,60,1,3
97,0,2,0,0,90,1,4
58,12,3,0,0,30,1,1
55,12,2,1,0,60,1,0
58,10,1,0,1,120,1,3
69,14,2,0,0,180,0,2
100,13,2,1,0,120,1,1
32,3,1,0,0,180,1,2
52,0,1,0,1,30,1,3
21,12,1,0,0,180,1,2
20,5,3,1,0,60,1,1
69,3,1,0,1,180,1,3
69,4,3,0,0,90,1,0
3,4,1,1,0,60,1,1
93,8,3,0,0,30,0,4
74,0,2,1,0,60,1,1
61,12,2,1,1,90,1,3
61,1,3,0,0,30,1,1
93,12,2,0,0,120,0,0
94,5,3,0,0,90,0,0
23,4,2,0,0,30,1,4
54,10,1,0,0,180,1,2
8,6,1,0,1,60,1,3
2,2,3,0,1,30,1,3
30,2,2,0,0,60,1,2
39,9,2,1,0,180,1,0
100,1,2,0,0,30,1,0
35,12,3,1,0,120,1,1
23,2,2,0,0,90,1,4
94,9,2,0,0,30,0,4
5,0,2,0,0,180,1,4
65,4,3,0,0,30,1,1
83,13,2,0,0,60,0,4
91,14,1,0,0,30,0,2
74,11,3,1,0,120,1,1
3,4,3,0,0,30,1,2
78,11,2,1,0,90,1,1
5,10,2,0,0,30,1,4
93,6,2,0,0,60,0,2
50,3,1,0,0,30,1,2
61,2,2,0,0,120,1,2
56,0,3,1,0,180,1,1
65,11,1,0,1,30,0,3
78,14,3,0,0,30,1,4
74,7,2,0,0,90,1,2
7,12,2,0,1,120,1,3
25,2,2,1,0,180,1,4
50,12,3,0,0,60,1,4
44,14,1,0,0,30,1,2
43,1,1,0,0,180,1,2
4,10,3,1,0,60,1,1
69,3,1,0,1,120,1,3
25,2,1,0,1,120,1,3
67,12,2,0,0,180,0,2
18,0,3,0,0,60,1,4
83,2,1,0,0,120,0,2
96,11,3,0,0,180,0,4
19,1,2,0,0,120,1,4
11,7,1,0,0,120,1,2
46,5,3,0,0,120,1,0
0,8,1,0,1,90,1,3
89,7,1,1,0,60,1,4
13,9,1,0,0,180,1,4
63,2,3,1,0,180,1,0
37,4,2,1,0,60,1,1
36,6,3,0,0,60,1,0
10,4,3,1,0,60,1,0
99,7,2,0,0,60,0,4
76,11,2,1,1,30,1,3
2,4,2,0,0,180,1,0
32,0,1,1,0,30,1,1
5,4,2,0,0,120,1,2
49,3,1,0,0,120,1,0
9,5,2,0,0,180,1,0
4,2,3,1,0,120,1,1
22,14,1,0,1,60,1,3
9,10,3,0,0,30,1,0
43,4,2,0,0,60,1,0
1,1,1,0,1,120,1,3
12,10,2,1,0,30,1,1
39,5,3,0,0,60,1,0
1,12,1,0,1,180,1,3
83,14,3,0,0,60,0,0
64,11,2,0,0,120,1,2
62,5,3,0,0,30,1,4
100,4,1,0,0,180,0,2
72,5,3,0,0,30,1,0
16,10,2,1,0,180,1,1
8,6,3,0,0,30,1,4
74,11,3,0,0,120,1,2
14,4,1,0,1,180,1,3
23,0,3,1,0,90,1,1
37,7,1,0,0,30,1,2
34,3,1,0,1,30,1,3
93,8,1,0,0,60,0,0
94,13,1,0,1,180,1,3
48,9,1,0,0,90,1,2
68,11,1,0,0,120,0,2
61,5,3,0,0,60,1,0
59,0,1,0,1,90,1,3
49,2,1,0,1,180,1,3
77,2,2,1,0,90,1,0
74,9,1,0,1,30,0,3
8,11,3,1,0,30,1,0
33,11,2,1,0,60,1,1
75,3,1,0,0,180,1,2
98,5,2,0,0,180,0,1
34,14,2,0,0,90,1,4
0,6,1,0,0,60,1,4
39,9,2,0,0,180,1,4
63,3,3,1,0,30,1,0
21,5,1,0,1,90,1,3
59,10,2,1,0,120,1,1
63,0,1,1,0,30,1,1
92,13,2,1,0,60,1,1
71,7,2,1,0,180,1,1
10,6,2,0,0,30,1,4
100,14,2,1,0,120,1,1
13,10,3,0,1,120,1,3
59,10,2,0,0,60,1,4
29,8,2,1,0,30,1,1
34,2,3,0,0,90,1,0
84,1,3,0,0,30,1,2
36,0,2,0,0,120,1,2
4,2,1,0,0,60,1,2
82,4,3,0,0,60,0,4
77,13,2,1,0,90,1,1
25,10,3,0,0,60,1,4
61,1,2,0,1,60,1,3
3,11,2,1,0,60,1,0
88,2,3,0,0,60,1,0
41,14,1,0,0,60,1,2
88,14,1,0,0,120,0,2
17,14,1,0,0,30,1,2
39,3,3,1,0,180,1,1
71,6,1,0,1,60,0,3
38,12,1,0,1,180,1,3
13,2,2,0,1,180,1,3
31,14,1,0,1,120,1,3
50,8,1,0,0,60,1,2
37,7,2,0,0,180,1,0
96,3,1,0,0,60,0,2
22,12,1,0,1,90,1,3
62,0,1,1,0,90,1,2
14,0,3,0,1,90,1,3
96,0,2,0,0,180,0,4
24,0,2,0,0,90,1,0
16,7,2,0,0,120,1,4
96,2,2,1,0,120,1,1
65,14,2,0,0,180,0,2
77,5,1,1,0,60,1,1
52,2,1,0,0,30,1,2
50,10,3,0,0,60,1,4
38,4,1,0,1,60,1,3
50,12,1,0,1,60,1,3
69,14,2,0,0,60,1,2
5,13,2,0,1,30,1,3
66,12,2,0,0,90,1,4
6,14,2,0,1,60,1,3
50,6,1,0,0,120,1,4
71,1,3,0,0,180,1,1
41,5,2,0,0,180,1,4
63,12,3,1,0,120,1,0
14,5,3,1,0,60,1,0
28,10,3,1,0,30,1,0
32,2,3,0,0,90,1,2
93,5,1,0,0,180,0,2
26,9,1,0,0,90,1,2
35,9,2,0,0,30,1,4
28,13,2,0,0,180,1,2
37,4,3,1,0,90,1,1
56,11,2,0,0,30,1,0
96,1,3,0,0,90,1,4
100,8,3,0,0,60,0,0
26,7,3,0,0,30,1,2
54,2,3,0,0,90,1,4
32,7,1,0,1,60,1,3
67,13,1,1,0,60,1,1
85,8,1,0,0,30,0,2
65,13,1,0,0,120,0,2
9,14,3,1,0,180,1,1
4,2,3,1,0,30,1,1
73,2,2,0,1,60,1,3
96,1,2,0,0,60,1,2
37,7,1,0,0,30,1,2
12,9,2,1,0,120,1,0
30,0,1,0,0,180,1,4
46,7,2,0,0,90,1,4
99,6,3,0,0,30,0,0
87,13,1,0,0,180,0,4
51,6,2,1,0,180,1,1
55,2,1,0,0,60,1,4
14,0,2,1,0,90,1,4
28,3,3,0,0,30,1,0
7,8,1,0,1,60,1,3
4,4,2,0,0,60,1,4
28,0,3,0,0,120,1,4
46,14,1,0,1,180,1,3
67,4,3,0,0,30,1,0
75,12,2,1,1,30,1,3
44,7,3,1,0,30,1,0
1,7,3,1,0,60,1,1
26,4,2,0,0,120,1,0
94,11,2,0,0,90,0,1
35,8,1,1,0,60,1,1
35,14,3,0,0,90,1,0
25,0,1,0,0,120,1,2
42,3,2,0,0,180,1,0
26,2,2,0,0,30,1,4
68,1,2,0,0,90,1,4
19,14,1,0,0,60,1,2
10,7,3,1,0,90,1,1
73,6,2,0,0,180,0,2
37,8,1,0,0,30,1,4
5,1,1,0,0,90,1,2
71,13,3,0,0,180,1,0
22,13,1,0,0,60,1,2
46,3,2,1,0,120,1,1
89,13,2,1,0,60,1,0
45,14,2,0,1,30,1,3
11,5,3,0,0,60,1,4
89,10,2,0,0,60,0,4
12,2,1,1,0,60,1,2
61,7,3,0,0,60,1,0
81,2,2,1,1,30,1,3
88,13,1,1,0,180,1,0
96,11,3,0,0,90,0,4
59,12,3,1,0,120,1,0
42,12,1,0,1,90,1,3
75,1,3,0,0,90,1,2
99,12,2,1,0,120,1,1
67,12,3,0,0,30,1,0
4,2,2,1,0,120,1,1
36,10,2,0,0,30,1,4
71,5,2,0,0,90,1,2
91,1,2,0,0,30,1,2
30,7,1,1,0,180,1,0
8,0,1,1,0,120,1,2
50,6,2,1,0,180,1,0
28,1,2,0,0,90,1,0
77,9,2,0,0,120,1,1
39,11,1,0,0,90,1,2
40,5,2,1,0,180,1,0
85,11,1,1,0,90,1,1
10,1,1,0,1,120,1,3
22,1,1,1,0,120,1,1
0,9,2,1,0,90,1,1
45,12,3,0,0,120,1,0
100,7,1,0,0,120,0,4
20,14,3,0,0,90,1,4
89,14,2,0,0,180,0,4
35,11,3,1,0,120,1,1
53,1,3,0,0,120,1,0
86,6,2,0,0,120,0,2
56,2,1,1,0,120,1,1
0,7,2,1,0,90,1,1
62,6,3,0,0,180,1,0
53,13,1,0,1,180,1,3
54,7,3,1,0,30,1,1
39,13,1,0,1,120,1,3
14,6,2,0,1,120,1,3
20,10,2,0,0,30,1,4
46,5,2,0,0,180,1,0
72,12,1,0,1,60,0,3
52,6,3,0,0,60,1,0
8,4,3,1,0,180,1,4
73,6,3,0,0,120,1,0
51,0,3,1,0,60,1,1
56,0,1,0,1,90,1,3
25,8,2,0,0,90,1,0
40,13,1,0,0,30,1,2
34,4,1,1,0,180,1,0
62,12,1,0,1,180,0,3
24,4,2,0,0,60,1,4
89,2,2,1,0,120,1,4
74,4,2,0,1,180,0,3
37,2,1,1,0,60,1,1
1,8,2,1,0,60,1,1
6,8,1,0,0,180,1,4
81,5,2,0,0,60,0,4
90,14,1,0,1,30,1,3
33,0,1,1,0,30,1,1
90,6,3,0,0,180,0,4
16,6,3,1,0,120,1,1
42,13,1,0,0,30,1,4
58,9,3,0,0,30,1,0
50,9,1,0,0,180,1,2
53,3,3,0,0,90,1,0
23,7,2,0,0,60,1,4
24,5,1,0,0,30,1,2
70,3,2,0,0,90,1,2
51,3,2,0,0,120,1,4
69,1,1,1,0,90,1,4
87,13,2,1,0,180,1,1
32,1,2,0,0,120,1,4
48,11,1,0,1,120,1,3
28,13,1,0,0,90,1,4
62,3,1,0,1,180,1,3
21,4,1,0,0,30,1,4
25,7,3,1,0,90,1,1
27,14,1,0,1,30,1,3
84,5,1,0,0,90,0,0
48,13,2,0,1,30,1,3
70,14,3,1,0,90,1,1
80,3,2,0,1,120,1,3
83,12,2,0,0,60,0,4
48,10,1,0,0,120,1,4
19,6,3,1,0,30,1,1
85,7,2,0,0,180,0,2
91,1,1,1,0,120,1,4
62,11,3,1,0,60,1,0
60,6,1,1,0,30,1,1
48,14,3,0,1,120,1,3
70,13,2,0,1,90,1,3
0,1,3,1,0,180,1,0
95,1,3,0,0,30,1,4
12,7,3,1,0,120,1,1
93,1,2,0,0,30,1,0
86,14,2,0,0,90,0,4
50,10,1,1,0,60,1,1
55,8,1,0,1,120,1,3
82,11,3,1,0,30,1,1
61,0,1,0,0,30,1,2
31,14,2,1,0,30,1,1
29,8,1,0,0,60,1,2
28,14,3,0,0,30,1,1
48,0,1,0,0,180,1,2
44,9,1,0,1,180,1,3
92,12,1,0,0,30,0,4
29,9,2,1,0,180,1,2
15,1,1,1,0,120,1,2
39,5,2,0,1,180,1,3
18,5,1,0,0,30,1,2
17,0,2,1,0,90,1,0
0,6,3,0,1,120,1,3
77,7,1,0,0,60,0,0
46,1,1,0,1,30,1,3
65,7,1,0,0,60,0,2
91,8,3,0,0,90,0,0
93,5,1,0,0,60,0,2
37,4,1,0,1,30,1,3
50,11,1,0,0,30,1,2
62,8,2,0,0,90,1,0
3,12,3,0,0,30,1,0
0,11,2,0,0,90,1,2
7,10,2,1,0,90,1,1
28,8,1,0,1,30,1,3
54,0,1,0,1,180,1,3
2,10,1,0,0,90,1,2
31,2,2,1,0,30,1,1
9,8,2,1,0,180,1,0
73,10,1,0,0,90,0,4
82,1,2,0,0,180,0,4
33,11,1,0,0,120,1,2
96,3,3,1,0,120,1,1
86,3,2,1,0,180,1,1
54,1,2,0,1,90,1,3
91,14,3,0,0,30,0,0
31,2,2,1,0,60,1,1
49,12,1,0,0,30,1,4
6,2,2,0,0,60,1,0
92,0,1,0,0,60,1,0
7,5,1,0,0,90,1,2
64,7,3,1,0,180,1,1
56,11,1,0,0,30,1,2
66,2,2,1,0,180,1,1
87,4,2,0,1,120,1,3
86,0,2,0,0,90,1,2
58,9,1,1,0,90,1,2
71,6,2,1,0,120,1,4
53,9,1,0,0,30,1,2
100,12,2,1,0,120,1,1
66,0,2,0,0,30,1,4
50,11,1,0,0,60,1,2
96,10,3,0,0,90,0,2
91,8,1,0,1,30,1,3
7,7,1,0,0,180,1,2
33,6,2,1,0,180,1,0
34,9,2,0,0,90,1,4
95,14,1,0,0,120,0,0
87,6,2,0,0,120,0,4
77,4,2,0,1,30,1,3
31,4,1,0,0,120,1,2
45,10,1,0,0,90,1,2
15,12,1,0,0,30,1,2
67,4,1,0,0,60,1,4
36,0,1,0,0,120,1,2
53,7,3,0,0,120,1,0
84,11,3,0,0,30,0,2
13,10,1,0,1,180,1,3
94,0,2,0,0,120,0,0
54,3,2,0,0,90,1,2
47,14,1,0,0,120,1,2
81,8,2,1,0,60,1,1
6,13,1,0,0,120,1,4
73,8,3,0,0,180,1,0
6,4,2,0,0,120,1,1
32,3,2,0,1,30,1,3
22,2,2,0,0,120,1,4
84,2,2,1,0,180,1,0
18,11,2,0,0,30,1,2
18,4,3,0,0,90,1,0
35,9,1,0,0,30,1,2
28,0,1,0,0,60,1,4
59,4,1,0,0,30,1,2
81,5,1,0,1,90,1,3
1,6,1,0,0,120,1,2
0,11,1,0,1,30,1,3
46,8,1,0,0,30,1,4
68,2,3,0,0,30,1,4
19,14,2,0,0,30,1,0
10,1,1,0,1,90,1,3
1,13,1,0,1,180,1,3
66,2,2,1,0,180,1,1
86,11,2,1,0,30,1,1
11,8,2,1,0,90,1,1
19,11,1,0,0,90,1,2
4,6,3,1,0,30,1,1
36,8,2,0,1,60,1,3
37,12,1,1,0,30,1,2
93,1,2,0,0,60,1,4
8,4,3,0,0,30,1,0
97,12,1,1,0,60,1,1
52,3,3,0,0,60,1,4
43,14,2,0,1,30,1,3
98,1,2,0,0,60,1,0
85,8,1,0,0,120,0,4
23,8,2,0,0,180,1,0
80,5,1,1,0,90,1,1
73,10,2,0,1,60,1,3
29,5,3,0,0,60,1,0
58,7,2,0,0,90,1,4
86,5,3,1,0,60,1,1
95,0,3,1,0,90,1,1
80,3,2,0,0,30,1,4
80,12,1,0,0,120,0,4
13,6,2,0,0,120,1,0
8,12,2,0,0,180,1,2
39,12,1,1,0,60,1,1
65,1,1,0,0,180,1,0
24,8,3,0,0,30,1,4
72,7,3,1,0,120,1,0
21,7,1,0,0,30,1,4
3,6,2,0,1,30,1,3
25,3,2,1,0,60,1,4
57,1,2,0,0,30,1,4
28,2,1,0,0,120,1,4
97,11,3,0,0,180,0,2
86,5,2,1,0,120,1,4
36,11,1,1,0,60,1,1
74,11,2,1,0,120,1,1
69,4,3,1,0,90,1,0
17,11,1,0,0,180,1,2
84,7,2,0,0,90,0,0
41,5,2,1,0,90,1,1
99,5,3,1,0,60,1,1
40,0,1,0,1,30,1,3
37,3,2,0,0,90,1,4
33,4,3,1,0,120,1,1
16,11,2,0,0,30,1,0
36,10,3,0,0,120,1,0
24,2,3,0,0,120,1,4
75,12,3,0,0,30,1,4
86,8,1,0,1,30,1,3
85,0,2,0,0,120,0,2
84,5,3,0,0,60,0,0
26,5,3,0,0,180,1,4
56,9,2,0,0,180,1,0
30,4,2,0,0,60,1,4
5,11,2,1,0,30,1,1
90,14,2,1,0,120,1,0
39,4,2,1,0,180,1,1
97,9,3,0,0,120,0,0
11,13,1,0,0,60,1,2
52,12,1,0,1,120,1,3
70,4,3,0,0,60,1,1
9,5,2,0,0,30,1,4
44,7,2,0,0,60,1,2
16,1,2,0,0,60,1,0
25,5,2,1,0,180,1,1
84,0,3,1,0,120,1,0
91,3,3,1,0,180,1,0
61,13,3,0,0,90,1,0
45,9,2,0,1,60,1,3
63,2,1,1,1,90,1,3
1,8,1,0,0,180,1,4
53,2,2,1,0,120,1,1
64,14,1,0,0,180,0,2
50,5,1,0,0,120,1,2
52,0,1,0,0,120,1,2
35,11,1,0,0,30,1,0
25,5,1,0,1,60,1,3
28,3,2,1,0,180,1,1
20,7,3,0,0,120,1,0
10,12,3,0,1,180,1,3
39,10,2,0,1,180,1,3
10,8,2,1,0,120,1,1
35,3,3,1,0,90,1,1
58,9,3,1,0,60,1,1
38,11,2,1,0,60,1,0
98,9,1,0,0,30,0,4
53,5,3,1,0,30,1,1
97,0,2,0,0,30,1,4
54,3,3,0,0,60,1,0
23,6,2,0,0,90,1,4
21,11,2,0,0,60,1,2
68,14,3,0,0,60,1,4
55,0,2,1,0,60,1,1
32,7,2,1,0,60,1,0
35,11,3,1,0,90,1,1
19,9,1,0,0,30,1,2
82,11,3,1,0,180,1,1
98,10,3,1,0,30,1,1
80,5,3,1,0,30,1,1
61,4,1,0,1,180,0,3
97,9,1,0,0,60,0,2
72,10,2,1,0,90,1,1
25,14,2,1,0,90,1,1
65,13,3,1,0,30,1,1
72,8,3,0,0,180,1,0
72,1,2,0,1,120,1,3
39,4,2,0,0,60,1,0
16,5,1,0,1,30,1,3
0,6,3,1,0,90,1,1
88,4,1,0,0,180,0,2
60,8,2,1,0,180,1,4
42,0,2,0,0,30,1,4
41,6,3,1,0,120,1,1
24,9,3,0,0,90,1,0
38,6,2,0,0,30,1,2
34,3,1,0,1,120,1,3
2,8,3,1,0,180,1,1
100,13,1,0,0,60,0,2
43,11,1,0,0,90,1,2
50,10,2,0,1,90,1,3
93,4,1,0,0,120,0,2
97,3,3,1,0,30,1,0
11,12,3,1,0,180,1,0
18,6,3,0,0,120,1,0
100,3,3,0,0,60,0,2
43,14,2,0,0,60,1,0
58,2,2,0,1,60,1,3
48,8,1,0,0,120,1,2
60,10,2,0,0,180,1,4
16,7,2,0,0,90,1,2
73,0,1,0,1,30,1,3
56,6,2,1,0,90,1,4
54,8,1,0,0,180,1,2
46,7,3,1,0,90,1,0
11,7,3,1,0,120,1,1
61,12,1,1,0,60,1,1
79,5,3,0,0,180,1,0
87,10,3,1,0,180,1,1
82,3,2,1,0,90,1,1
7,7,1,0,0,120,1,0
94,2,3,0,0,90,1,0
20,12,1,0,0,90,1,2
80,8,1,0,0,180,0,2
86,12,3,0,0,90,0,0
100,1,1,0,1,60,1,3
79,1,3,1,0,90,1,1
69,11,2,0,0,60,1,2
71,12,3,1,0,180,1,1
24,14,1,0,0,120,1,4
81,11,3,0,0,60,0,0
88,6,1,0,1,120,1,3
11,11,3,0,0,120,1,4
14,9,1,0,0,60,1,4
58,3,1,0,0,180,1,4
25,9,3,0,0,30,1,0
25,7,1,0,0,120,1,2
46,8,2,1,0,120,1,0
31,6,1,0,0,180,1,2
9,4,1,0,0,180,1,4
15,7,1,0,0,90,1,4
70,3,1,0,1,180,1,3
16,1,2,0,0,120,1,2
22,10,2,0,0,60,1,4
25,14,2,1,0,30,1,1
84,11,1,0,1,90,1,3
85,5,2,0,0,60,0,0
6,8,3,0,1,30,1,3
13,0,1,1,0,30,1,1
78,10,2,1,0,30,1,2
6,9,3,0,0,60,1,0
8,11,3,0,0,90,1,0
47,6,1,0,0,90,1,2
71,9,1,0,1,30,0,3
58,8,2,0,0,60,1,4
86,9,1,0,1,30,1,3
92,8,3,1,0,180,1,1
81,9,2,0,0,90,0,4
94,10,2,0,1,120,1,3
93,12,1,0,0,30,0,2
38,2,3,1,0,180,1,1
98,10,3,1,0,90,1,1
17,12,3,1,0,60,1,1
58,4,1,1,0,90,1,4
16,7,1,0,0,60,1,0
13,7,2,0,0,60,1,4
30,3,1,1,1,30,1,3
23,14,3,0,0,30,1,0
98,14,3,0,1,90,1,3
59,11,2,0,0,180,1,0
44,10,3,0,0,90,1,4
97,10,1,1,0,120,1,1
2,0,1,0,0,60,1,2
36,0,1,1,0,60,1,1
42,14,2,0,0,30,1,4
39,3,3,0,0,180,1,0
89,5,1,0,0,30,0,1
54,7,2,0,0,120,1,4
86,5,1,0,1,90,1,3
38,11,3,0,0,90,1,2
14,8,1,1,0,180,1,1
3,14,2,0,0,30,1,0
92,14,1,1,1,30,1,3
85,8,2,0,0,120,0,4
24,13,1,0,0,90,1,2
12,1,3,1,0,30,1,0
81,9,2,0,0,180,0,4
32,0,2,0,0,90,1,4
15,1,2,1,0,120,1,1
41,4,1,1,0,180,1,1
65,3,3,0,0,60,1,0
54,3,3,0,0,120,1,4
98,8,3,1,0,180,1,1
41,10,2,0,0,30,1,2
33,7,2,0,0,60,1,2
29,5,1,0,0,120,1,4
12,0,2,1,0,30,1,1
12,1,1,0,0,60,1,0
17,5,2,0,0,90,1,0
31,10,2,0,0,30,1,0
95,1,1,0,0,180,0,2
98,14,3,1,0,120,1,1
38,12,3,1,0,60,1,1
45,9,2,0,0,30,1,2
28,4,3,1,0,90,1,0
61,13,1,0,0,120,0,0
92,4,1,1,0,120,1,4
61,5,2,0,1,30,1,3
56,5,2,1,0,90,1,1
15,13,2,1,0,60,1,1
55,5,2,1,0,30,1,1
9,13,1,0,1,60,1,3
29,1,2,0,0,120,1,4
24,13,1,1,1,60,1,3
83,9,3,0,0,90,0,0
4,13,3,0,0,180,1,0
64,12,2,1,0,90,1,1
93,14,1,0,0,60,0,2
48,13,2,1,0,30,1,1
2,2,1,0,0,120,1,2
44,13,2,0,1,180,1,3
13,5,3,0,0,30,1,0
29,12,2,0,0,30,1,2
67,7,1,0,1,90,0,3
17,11,3,1,0,60,1,0
61,12,1,1,0,90,1,2
36,10,2,1,0,60,1,1
24,11,2,1,0,90,1,1
47,0,2,1,0,30,1,1
64,0,1,0,1,120,1,3
52,10,3,1,0,60,1,1
78,12,1,0,0,180,0,4
72,1,3,0,0,180,1,0
14,10,1,0,1,30,1,3
48,14,1,1,0,90,1,1
87,11,3,0,0,90,0,0
67,11,3,0,0,30,1,2
11,5,1,1,0,180,1,1
58,8,3,0,0,180,1,0
36,3,1,0,0,90,1,4
60,2,1,1,0,60,1,2
100,11,3,1,0,120,1,4
42,7,3,1,0,60,1,0
69,10,2,0,0,180,0,4
38,9,2,1,0,60,1,0
55,13,3,0,0,120,1,0
62,8,2,1,0,60,1,4
45,11,3,0,0,60,1,0
87,10,3,1,0,60,1,1
10,4,3,0,0,60,1,0
61,8,1,0,1,30,0,3
76,1,2,1,0,180,1,0
97,2,1,0,1,120,1,3
24,6,3,1,0,180,1,0
70,6,3,0,0,30,1,0
51,5,2,0,0,30,1,4
3,5,2,1,0,30,1,1
58,1,3,1,0,30,1,1
71,9,1,0,0,60,0,2
19,5,3,0,0,180,1,4
92,3,3,0,0,90,0,4
62,11,3,1,0,120,1,1
53,2,2,0,0,30,1,4
73,12,2,1,0,180,1,1
97,10,2,0,0,30,0,4
56,12,2,1,0,30,1,0
89,1,2,0,0,30,1,1
40,0,3,1,0,30,1,1
2,10,1,1,1,30,1,3
5,10,3,0,0,120,1,4
4,4,1,0,0,180,1,4
4,1,3,0,0,30,1,1
53,1,3,1,0,30,1,0
46,6,3,1,0,30,1,0
86,7,3,0,0,30,0,0
